# gene name           KO     thrshld  score   E-value KO definition
* LOC_Os05g07210.1    K14709  108.73  254.7   1.1e-75 solute carrier family 39 (zinc transporter), member 1/2/3
* LOC_Os05g07250.1    K17795   69.60  215.6   6.5e-64 mitochondrial import inner membrane translocase subunit TIM17
* LOC_Os05g07260.2    K03858   40.03  150.3   3.9e-44 phosphatidylinositol N-acetylglucosaminyltransferase subunit H
* LOC_Os05g07260.3    K03858   40.03   49.7   1.9e-13 phosphatidylinositol N-acetylglucosaminyltransferase subunit H
* LOC_Os05g07260.1    K03858   40.03  141.3   2.2e-41 phosphatidylinositol N-acetylglucosaminyltransferase subunit H
* LOC_Os05g07350.1    K07497   14.00   26.1   3.2e-06 putative transposase
* LOC_Os05g07380.1    K07497   14.00   26.6   2.2e-06 putative transposase
* LOC_Os05g07400.1    K07497   14.00   26.6   2.2e-06 putative transposase
* LOC_Os05g07500.1    K07497   14.00   28.3   6.6e-07 putative transposase
* LOC_Os05g07520.1    K07497   14.00   29.7   2.4e-07 putative transposase
* LOC_Os05g07650.1    K17086  584.50  838.6  3.1e-252 transmembrane 9 superfamily member 2/4
* LOC_Os05g07670.1    K15285  343.47  479.1  5.8e-144 solute carrier family 35, member E3
* LOC_Os05g07690.1    K03671  111.47  136.6     7e-40 thioredoxin
* LOC_Os05g07690.2    K03671  111.47  136.6     7e-40 thioredoxin
* LOC_Os05g07700.1    K02866   77.30  459.2  7.7e-138 large subunit ribosomal protein L10e
* LOC_Os05g07700.4    K02866   77.30  396.7  7.6e-119 large subunit ribosomal protein L10e
* LOC_Os05g07700.3    K02866   77.30  449.6  6.7e-135 large subunit ribosomal protein L10e
* LOC_Os05g07710.2    K22991  305.40  513.2  8.3e-154 WD repeat-containing protein 45
* LOC_Os05g07710.1    K22991  305.40  513.2  8.3e-154 WD repeat-containing protein 45
* LOC_Os05g07710.3    K22991  305.40  513.2  8.3e-154 WD repeat-containing protein 45
* LOC_Os05g07720.1    K16903  255.67  683.4  1.2e-205 L-tryptophan---pyruvate aminotransferase [EC:2.6.1.99]
* LOC_Os05g07820.1    K13466  808.33  826.9  1.9e-248 EIX receptor 1/2
* LOC_Os05g07830.1    K07442   81.60  125.3   1.7e-36 tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]
* LOC_Os05g07860.1    K06195  142.97  212.2   3.2e-63 ApaG protein
* LOC_Os05g07870.1    K15283  268.37  454.1  2.6e-136 solute carrier family 35, member E1
* LOC_Os05g07880.2    K01115  107.50  663.3  4.3e-199 phospholipase D1/2 [EC:3.1.4.4]
* LOC_Os05g07880.1    K01115  107.50  663.3  4.3e-199 phospholipase D1/2 [EC:3.1.4.4]
* LOC_Os05g07900.2    K14684  325.30  369.7  1.4e-110 solute carrier family 25 (mitochondrial phosphate transporter), member 23/24/25/41
* LOC_Os05g07900.1    K14684  325.30  369.7  1.4e-110 solute carrier family 25 (mitochondrial phosphate transporter), member 23/24/25/41
* LOC_Os05g07940.1    K08234   82.50   82.8   1.6e-23 glyoxylase I family protein
* LOC_Os05g08260.1    K07497   14.00   14.6    0.0094 putative transposase
* LOC_Os05g08290.1    K07497   14.00   27.1   1.5e-06 putative transposase
* LOC_Os05g08360.2    K14563  328.63  486.9  4.7e-146 rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]
* LOC_Os05g08360.1    K14563  328.63  610.0  2.3e-183 rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]
* LOC_Os05g08370.1    K10999 1206.17 2102.1         0 cellulose synthase A [EC:2.4.1.12]
* LOC_Os05g08410.1    K18192   74.27  280.0   1.9e-83 mitochondrial ATPase complex subunit ATP10
* LOC_Os05g08410.2    K18192   74.27  201.6   1.3e-59 mitochondrial ATPase complex subunit ATP10
* LOC_Os05g08430.1    K24194  341.47 1181.7         0 boron transporter
* LOC_Os05g08540.1    K04124  327.33  455.3  1.3e-136 gibberellin 3beta-dioxygenase [EC:1.14.11.15]
* LOC_Os05g08560.1    K11584  157.80  689.2  6.8e-207 serine/threonine-protein phosphatase 2A regulatory subunit B'
* LOC_Os05g08570.6    K14484   84.70  208.1   9.3e-62 auxin-responsive protein IAA
* LOC_Os05g08570.4    K14484   84.70  113.4   7.2e-33 auxin-responsive protein IAA
* LOC_Os05g08570.1    K14484   84.70  224.6   8.3e-67 auxin-responsive protein IAA
* LOC_Os05g08570.3    K14484   84.70  113.4   7.2e-33 auxin-responsive protein IAA
* LOC_Os05g08570.2    K14484   84.70  227.0   1.5e-67 auxin-responsive protein IAA
* LOC_Os05g08570.5    K14484   84.70  180.3   2.8e-53 auxin-responsive protein IAA
* LOC_Os05g08600.2    K12850  137.60  371.2    4e-111 pre-mRNA-splicing factor 38B
* LOC_Os05g08600.1    K12850  137.60  371.2    4e-111 pre-mRNA-splicing factor 38B
* LOC_Os05g08694.1    K07497   14.00   40.4   1.4e-10 putative transposase
* LOC_Os05g08740.1    K19707  157.70  235.2   4.6e-70 sigma-B regulation protein RsbQ
* LOC_Os05g08810.1    K00914  550.63 1057.4         0 phosphatidylinositol 3-kinase [EC:2.7.1.137]
* LOC_Os05g08810.2    K00914  550.63  673.2  3.6e-202 phosphatidylinositol 3-kinase [EC:2.7.1.137]
* LOC_Os05g08950.1    K00760   85.17  209.2     4e-62 hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]
* LOC_Os05g08960.1    K10573  240.13  357.0  2.7e-107 ubiquitin-conjugating enzyme E2 A [EC:2.3.2.23]
* LOC_Os05g08960.2    K10573  240.13  268.2   3.4e-80 ubiquitin-conjugating enzyme E2 A [EC:2.3.2.23]
* LOC_Os05g08970.1    K09272  136.43  710.2  2.1e-213 FACT complex subunit SSRP1/POB3
* LOC_Os05g08990.1    K01886  523.57  901.3  3.3e-271 glutaminyl-tRNA synthetase [EC:6.1.1.18]
* LOC_Os05g09050.1    K08472  168.53  480.0  7.2e-144 mlo protein
* LOC_Os05g09080.1    K07497   14.00   28.3   6.6e-07 putative transposase
* LOC_Os05g09090.1    K07497   14.00   46.2   2.4e-12 putative transposase
* LOC_Os05g09150.1    K23222   77.00  206.9   2.3e-61 nuclease HARBI1 [EC:3.1.-.-]
* LOC_Os05g09240.1    K23222   77.00  122.0   1.3e-35 nuclease HARBI1 [EC:3.1.-.-]
* LOC_Os05g09280.1    K23222   77.00  216.9   2.3e-64 nuclease HARBI1 [EC:3.1.-.-]
* LOC_Os05g09400.2    K19033   29.80   98.7   1.6e-28 30S ribosomal protein S31
* LOC_Os05g09400.3    K19033   29.80   98.7   1.6e-28 30S ribosomal protein S31
* LOC_Os05g09400.1    K19033   29.80   90.5   5.5e-26 30S ribosomal protein S31
* LOC_Os05g09410.1    K14490   67.77  217.8   8.6e-65 histidine-containing phosphotransfer peotein
* LOC_Os05g09440.1    K00029  285.87  974.8  1.2e-293 malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
* LOC_Os05g09480.1    K14484   84.70  195.2     8e-58 auxin-responsive protein IAA
* LOC_Os05g09490.1    K02739  421.47  480.1  1.7e-144 20S proteasome subunit beta 2 [EC:3.4.25.1]
* LOC_Os05g09490.2    K02739  421.47  480.1  1.7e-144 20S proteasome subunit beta 2 [EC:3.4.25.1]
* LOC_Os05g09500.1    K00844  174.93  619.3  6.3e-186 hexokinase [EC:2.7.1.1]
* LOC_Os05g09550.2    K13989  213.07  261.0   7.9e-78 Derlin-2/3
* LOC_Os05g09550.1    K13989  213.07  278.3   4.3e-83 Derlin-2/3
* LOC_Os05g09620.1    K06671  199.20  771.7    1e-231 cohesin complex subunit SA-1/2
* LOC_Os05g09620.2    K06671  199.20  723.3  4.4e-217 cohesin complex subunit SA-1/2
* LOC_Os05g09650.1    K18586   54.97  345.1  2.7e-103 ubiquinone biosynthesis protein COQ4
* LOC_Os05g10630.1    K01409  406.97  590.3  2.4e-177 N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
* LOC_Os05g10650.1    K00850  349.03  428.0  4.2e-128 6-phosphofructokinase 1 [EC:2.7.1.11]
* LOC_Os05g10730.1    K05666 1839.87 1850.9         0 ATP-binding cassette, subfamily C (CFTR/MRP), member 2
* LOC_Os05g10740.1    K18266  199.90  376.5  8.9e-113 protein NDRG1
* LOC_Os05g10740.2    K18266  199.90  273.4   1.8e-81 protein NDRG1
* LOC_Os05g10770.1    K11446  437.83  810.3    2e-243 [histone H3]-trimethyl-L-lysine4 demethylase [EC:1.14.11.67]
* LOC_Os05g10780.1    K01762  759.83  761.3  5.5e-229 1-aminocyclopropane-1-carboxylate synthase [EC:4.4.1.14]
* LOC_Os05g10810.1    K11155  287.07  579.9  4.3e-174 diacylglycerol O-acyltransferase 1 [EC:2.3.1.20 2.3.1.75 2.3.1.76]
* LOC_Os05g10930.1    K03676   80.77   84.5   5.1e-24 glutaredoxin 3
* LOC_Os05g10940.1    K14709  108.73  295.4   5.1e-88 solute carrier family 39 (zinc transporter), member 1/2/3
* LOC_Os05g10960.1    K07497   14.00   33.3     2e-08 putative transposase
* LOC_Os05g10980.1    K10845   35.10  120.1   3.6e-35 TFIIH basal transcription factor complex TTD-A subunit
* LOC_Os05g11120.1    K20359   72.23  203.1   2.7e-60 PRA1 family protein 1
* LOC_Os05g11130.1    K09589  882.47  955.1  3.4e-288 steroid 3-oxidase [EC:1.14.-.-]
* LOC_Os05g11380.1    K09264  133.27  168.9   1.2e-49 MADS-box transcription factor, plant
* LOC_Os05g11380.2    K09264  133.27  136.8   6.6e-40 MADS-box transcription factor, plant
* LOC_Os05g11414.1    K09264  133.27  313.0   1.9e-93 MADS-box transcription factor, plant
* LOC_Os05g11550.1    K04460  409.17  793.1  1.1e-238 serine/threonine-protein phosphatase 5 [EC:3.1.3.16]
* LOC_Os05g11550.2    K04460  409.17  723.5  1.3e-217 serine/threonine-protein phosphatase 5 [EC:3.1.3.16]
* LOC_Os05g11560.1    K09874  239.20  476.5  5.4e-143 aquaporin NIP
* LOC_Os05g11560.2    K09874  239.20  341.2  6.1e-102 aquaporin NIP
* LOC_Os05g11710.1    K02868  215.57  413.1  4.6e-124 large subunit ribosomal protein L11e
* LOC_Os05g11730.1    K14502  766.93  810.0  1.7e-244 protein brassinosteroid insensitive 2 [EC:2.7.11.1]
* LOC_Os05g11770.1    K08596  476.77  508.8  1.8e-152 sentrin-specific protease 7 [EC:3.4.22.68]
* LOC_Os05g11780.1    K15104  349.13  445.3  1.1e-133 solute carrier family 25 (mitochondrial oxoglutarate transporter), member 11
* LOC_Os05g11820.1    K23222   77.00  155.8   7.7e-46 nuclease HARBI1 [EC:3.1.-.-]
* LOC_Os05g11850.1    K23741  659.80  722.0  5.5e-217 endoplasmic reticulum Man9GlcNAc2 1,2-alpha-mannosidase [EC:3.2.1.209]
* LOC_Os05g11870.1    K17879  171.23  255.4   4.2e-76 peroxisomal coenzyme A diphosphatase NUDT7 [EC:3.6.1.-]
* LOC_Os05g11940.1    K07497   14.00   43.1   2.1e-11 putative transposase
* LOC_Os05g11980.1    K10997  219.40  518.9  1.9e-155 replication fork protection complex subunit TIMELESS/Tof1/Swi1
* LOC_Os05g11980.1    K01792  107.40  115.2   9.5e-34 glucose-6-phosphate 1-epimerase [EC:5.1.3.15]
* LOC_Os05g12040.1    K05917  325.97  678.9    3e-204 sterol 14alpha-demethylase [EC:1.14.14.154 1.14.15.36]
* LOC_Os05g12130.1    K23541   38.97  171.2   2.3e-50 Ca2+/H+ antiporter, TMEM165/GDT1 family
* LOC_Os05g12150.1    K01179   44.23  275.3   7.3e-82 endoglucanase [EC:3.2.1.4]
* LOC_Os05g12180.1    K17212  610.87  737.7  8.4e-222 bisdemethoxycurcumin synthase [EC:2.3.1.211]
* LOC_Os05g12210.1    K17212  610.87  728.6    5e-219 bisdemethoxycurcumin synthase [EC:2.3.1.211]
* LOC_Os05g12240.1    K17212  610.87  752.3  3.3e-226 bisdemethoxycurcumin synthase [EC:2.3.1.211]
* LOC_Os05g12260.1    K14496   97.37  319.7   1.1e-95 abscisic acid receptor PYR/PYL family
* LOC_Os05g12320.1    K15382   57.10  246.9     2e-73 solute carrier family 50 (sugar transporter)
* LOC_Os05g12330.1    K07020   87.53  265.3     5e-79 uncharacterized protein
* LOC_Os05g12380.1    K23877  205.30  456.7  6.7e-137 xyloglucan O-acetyltransferase
* LOC_Os05g12490.1    K26224  415.40  608.2  2.1e-183 UDP-rhamnose/UDP-galactose transporter
* LOC_Os05g12770.1    K13457  480.30  515.5  1.4e-154 disease resistance protein RPM1
* LOC_Os05g13300.1    K11273  532.83  742.2  5.4e-223 chromosome transmission fidelity protein 1 [EC:3.6.4.13]
* LOC_Os05g13320.1    K26672  407.27  740.6  5.9e-223 S-type anion channel
* LOC_Os05g13330.1    K23553  106.00  433.9  3.4e-130 post-GPI attachment to proteins factor 3
* LOC_Os05g13440.1    K26405  160.60  367.7  2.6e-110 coiled-coil domain-containing protein 25
* LOC_Os05g13480.1    K01611   19.40   51.2   7.1e-14 S-adenosylmethionine decarboxylase [EC:4.1.1.50]
* LOC_Os05g13520.1    K05681  599.77  689.9  1.9e-207 ATP-binding cassette, subfamily G (WHITE), member 2
* LOC_Os05g13580.1    K13448  152.17  188.7   8.6e-56 calcium-binding protein CML
* LOC_Os05g13610.1    K07497   14.00   29.4   3.1e-07 putative transposase
* LOC_Os05g13740.1    K07497   14.00   26.6   2.2e-06 putative transposase
* LOC_Os05g13770.1    K16253  158.00  233.5   1.1e-69 DNA-directed RNA polymerase IV and V subunit 7
* LOC_Os05g13780.1    K00558  162.37  288.8   3.8e-86 DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]
* LOC_Os05g13950.2    K15029  472.13  582.4  1.1e-174 translation initiation factor 3 subunit L
* LOC_Os05g13950.1    K15029  472.13  803.6  1.7e-241 translation initiation factor 3 subunit L
* LOC_Os05g13970.2    K01243  107.23  132.1   1.5e-38 adenosylhomocysteine nucleosidase [EC:3.2.2.9]
* LOC_Os05g13970.1    K01243  107.23  132.1   1.5e-38 adenosylhomocysteine nucleosidase [EC:3.2.2.9]
* LOC_Os05g14170.1    K23562  108.80  839.2  3.9e-252 ER membrane protein complex subunit 1
* LOC_Os05g14180.1    K14484   84.70  269.2   2.1e-80 auxin-responsive protein IAA
* LOC_Os05g14180.2    K14484   84.70  151.8   1.3e-44 auxin-responsive protein IAA
* LOC_Os05g14194.1    K01759   74.50  195.0   1.1e-57 lactoylglutathione lyase [EC:4.4.1.5]
* LOC_Os05g14194.2    K01759   74.50  196.0   5.1e-58 lactoylglutathione lyase [EC:4.4.1.5]
* LOC_Os05g14240.2    K09873  271.07  358.3  2.7e-107 aquaporin TIP
* LOC_Os05g14240.1    K09873  271.07  402.2  1.3e-120 aquaporin TIP
* LOC_Os05g14260.1    K00430  110.93  315.9   3.5e-94 peroxidase [EC:1.11.1.7]
* LOC_Os05g14300.1    K10581  287.40  512.0  1.1e-153 ubiquitin-conjugating enzyme E2 O [EC:2.3.2.24]
* LOC_Os05g14380.1    K15255  133.30  276.7   2.1e-82 ATP-dependent DNA helicase PIF1 [EC:5.6.2.3]
* LOC_Os05g14520.1    K07497   14.00   26.5   2.3e-06 putative transposase
* LOC_Os05g14590.1    K02542  720.67 1159.0         0 DNA replication licensing factor MCM6 [EC:5.6.2.3]
* LOC_Os05g14730.2    K06627  340.43  469.6  6.9e-141 cyclin-A
* LOC_Os05g14730.1    K06627  340.43  470.1    5e-141 cyclin-A
* LOC_Os05g14750.1    K08286  407.10  456.7  1.5e-136 protein-serine/threonine kinase [EC:2.7.11.-]
* LOC_Os05g14780.1    K07497   14.00   21.2   9.7e-05 putative transposase
* LOC_Os05g14820.1    K26385  346.67  713.9  5.3e-215 lysine histidine transporter
* LOC_Os05g14860.1    K04506   87.20  298.1   6.4e-89 E3 ubiquitin-protein ligase SIAH1 [EC:2.3.2.27]
* LOC_Os05g15040.1    K13457  480.30  557.2  3.5e-167 disease resistance protein RPM1
* LOC_Os05g15040.2    K13457  480.30  557.8  2.4e-167 disease resistance protein RPM1
* LOC_Os05g15040.3    K13457  480.30  557.9  2.2e-167 disease resistance protein RPM1
* LOC_Os05g15040.4    K13457  480.30  559.2  8.8e-168 disease resistance protein RPM1
* LOC_Os05g15160.1    K15283  268.37  447.1  3.5e-134 solute carrier family 35, member E1
* LOC_Os05g15360.7    K02871   68.07   81.6   4.3e-23 large subunit ribosomal protein L13
* LOC_Os05g15360.3    K02871   68.07   81.6   4.3e-23 large subunit ribosomal protein L13
* LOC_Os05g15360.2    K02871   68.07   73.1   1.8e-20 large subunit ribosomal protein L13
* LOC_Os05g15360.1    K02871   68.07   81.9   3.5e-23 large subunit ribosomal protein L13
* LOC_Os05g15370.1    K02871   68.07  237.7   1.2e-70 large subunit ribosomal protein L13
* LOC_Os05g15430.1    K07497   14.00   31.8   5.8e-08 putative transposase
* LOC_Os05g15450.1    K07497   14.00   17.0    0.0018 putative transposase
* LOC_Os05g15470.1    K07497   14.00   25.1   6.3e-06 putative transposase
* LOC_Os05g15510.1    K01210  217.33  236.1   5.8e-70 glucan 1,3-beta-glucosidase [EC:3.2.1.58]
* LOC_Os05g15510.2    K01210  217.33  236.1   5.8e-70 glucan 1,3-beta-glucosidase [EC:3.2.1.58]
* LOC_Os05g15530.1    K18482  339.27  550.5  2.2e-165 4-amino-4-deoxychorismate lyase [EC:4.1.3.38]
* LOC_Os05g15550.1    K07497   14.00   32.3   4.1e-08 putative transposase
* LOC_Os05g15690.1    K20628   83.20  180.6   2.9e-53 expansin
* LOC_Os05g15890.2    K20098  592.73  675.6  8.4e-203 DNA excision repair protein ERCC-6-like 2 [EC:5.6.2.-]
* LOC_Os05g15890.1    K20098  592.73  986.6    1e-296 DNA excision repair protein ERCC-6-like 2 [EC:5.6.2.-]
* LOC_Os05g15930.1    K17604  159.30  166.4   3.6e-49 zinc finger SWIM domain-containing protein 3
* LOC_Os05g15970.1    K07497   14.00   35.8   3.4e-09 putative transposase
* LOC_Os05g16250.1    K26093   84.30   97.8   2.9e-28 MAD2L1-binding protein
* LOC_Os05g16600.1    K07497   14.00   26.7     2e-06 putative transposase
* LOC_Os05g16660.1    K03246  207.90  599.6  2.2e-180 translation initiation factor 3 subunit I
* LOC_Os05g16660.2    K03246  207.90  599.6  2.2e-180 translation initiation factor 3 subunit I
* LOC_Os05g16660.3    K03246  207.90  550.6  1.6e-165 translation initiation factor 3 subunit I
* LOC_Os05g16690.1    K07497   14.00   35.6     4e-09 putative transposase
* LOC_Os05g16720.1    K07497   14.00   28.0   7.8e-07 putative transposase
* LOC_Os05g16790.1    K07497   14.00   27.1   1.6e-06 putative transposase
* LOC_Os05g16850.1    K07497   14.00   29.2   3.6e-07 putative transposase
* LOC_Os05g16960.1    K07497   14.00   26.2   2.9e-06 putative transposase
* LOC_Os05g17000.1    K07497   14.00   27.0   1.6e-06 putative transposase
* LOC_Os05g17030.1    K07497   14.00   40.9     1e-10 putative transposase
* LOC_Os05g17100.1    K07497   14.00   27.9   8.8e-07 putative transposase
* LOC_Os05g17120.1    K07497   14.00   25.6   4.4e-06 putative transposase
* LOC_Os05g17140.1    K07497   14.00   14.9    0.0075 putative transposase
* LOC_Os05g17260.1    K07497   14.00   29.0     4e-07 putative transposase
* LOC_Os05g17270.1    K07497   14.00   28.9   4.3e-07 putative transposase
* LOC_Os05g17320.1    K07497   14.00   26.8   1.9e-06 putative transposase
* LOC_Os05g17360.1    K07497   14.00   31.6   6.5e-08 putative transposase
* LOC_Os05g17410.1    K07497   14.00   26.0   3.3e-06 putative transposase
* LOC_Os05g17460.1    K07497   14.00   31.9   5.3e-08 putative transposase
* LOC_Os05g17470.1    K07497   14.00   27.6   1.1e-06 putative transposase
* LOC_Os05g17570.1    K07497   14.00   28.7   4.9e-07 putative transposase
* LOC_Os05g17750.1    K07497   14.00   22.8   3.1e-05 putative transposase
* LOC_Os05g18000.1    K02995   47.03   47.5   8.2e-13 small subunit ribosomal protein S8e
* LOC_Os05g18200.1    K07497   14.00   27.8   9.1e-07 putative transposase
* LOC_Os05g18210.1    K07497   14.00   29.6   2.7e-07 putative transposase
* LOC_Os05g18380.1    K07497   14.00   27.1   1.5e-06 putative transposase
* LOC_Os05g18480.1    K07497   14.00   23.3   2.2e-05 putative transposase
* LOC_Os05g18490.1    K07497   14.00   26.5   2.3e-06 putative transposase
* LOC_Os05g18520.1    K07497   14.00   31.7   6.2e-08 putative transposase
* LOC_Os05g18560.1    K23222   77.00   98.1   2.4e-28 nuclease HARBI1 [EC:3.1.-.-]
* LOC_Os05g18604.2    K16297  481.97  633.3  2.1e-190 serine carboxypeptidase-like clade II [EC:3.4.16.-]
* LOC_Os05g18604.3    K16297  481.97  639.4  2.9e-192 serine carboxypeptidase-like clade II [EC:3.4.16.-]
* LOC_Os05g18604.1    K16297  481.97  718.7  2.9e-216 serine carboxypeptidase-like clade II [EC:3.4.16.-]
* LOC_Os05g18604.4    K16297  481.97  567.4  1.9e-170 serine carboxypeptidase-like clade II [EC:3.4.16.-]
* LOC_Os05g18670.1    K26672  407.27  472.8  7.7e-142 S-type anion channel
* LOC_Os05g18740.1    K23222   77.00  114.7   2.2e-33 nuclease HARBI1 [EC:3.1.-.-]
* LOC_Os05g18750.1    K02897   37.60  233.6   1.7e-69 large subunit ribosomal protein L25
* LOC_Os05g18774.2    K17553   37.70  117.0     7e-34 protein phosphatase 1 regulatory subunit 11
* LOC_Os05g18774.1    K17553   37.70  117.0     7e-34 protein phosphatase 1 regulatory subunit 11
* LOC_Os05g18774.3    K17553   37.70  117.0     7e-34 protein phosphatase 1 regulatory subunit 11
* LOC_Os05g18780.1    K06215  125.30  168.9   8.3e-50 pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]
* LOC_Os05g18780.1    K03537   50.20  140.2   3.4e-41 ribonuclease P/MRP protein subunit POP5 [EC:3.1.26.5]
* LOC_Os05g18790.1    K00601  240.97  272.0   2.5e-81 phosphoribosylglycinamide formyltransferase [EC:2.1.2.2]
* LOC_Os05g18790.1    K11175  202.97  232.9   3.6e-69 phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2]
* LOC_Os05g18920.1    K07497   14.00   33.0   2.4e-08 putative transposase
* LOC_Os05g19040.1    K14009   34.23  142.4   9.5e-42 B-cell receptor-associated protein 31
* LOC_Os05g19050.1    K15255  133.30  349.4  2.2e-104 ATP-dependent DNA helicase PIF1 [EC:5.6.2.3]
* LOC_Os05g19140.1    K07497   14.00   22.3   4.5e-05 putative transposase
* LOC_Os05g19150.1    K08726  238.37  304.8   8.4e-91 soluble epoxide hydrolase / lipid-phosphate phosphatase [EC:3.3.2.10 3.1.3.76]
* LOC_Os05g19170.1    K07497   14.00   46.5   1.9e-12 putative transposase
* LOC_Os05g19180.1    K07497   14.00   30.1   1.9e-07 putative transposase
* LOC_Os05g19190.1    K07497   14.00   25.1     6e-06 putative transposase
* LOC_Os05g19270.1    K08735  642.27 1318.0         0 DNA mismatch repair protein MSH2
* LOC_Os05g19330.1    K07497   14.00   21.3   8.6e-05 putative transposase
* LOC_Os05g19350.1    K07497   14.00   31.9   5.1e-08 putative transposase
* LOC_Os05g19370.1    K02877  114.83  445.0  2.1e-133 large subunit ribosomal protein L15e
* LOC_Os05g19380.1    K17710  328.03  346.9  1.1e-103 pentatricopeptide repeat domain-containing protein 1
